Date,Open,High,Low,Close,Volume,Adj Close
06-10-2016,765,766.54999,750.09998,752.90002,1755100,752.90002
07-10-2016,756,756.20001,748.79999,751.20001,1554300,751.20001
10-10-2016,752.95001,758,750,755.45001,1365900,755.45001
11-10-2016,755.45001,755.45001,755.45001,755.45001,0,755.45001
12-10-2016,755.45001,755.45001,755.45001,755.45001,0,755.45001
13-10-2016,749.20001,753.90002,735.09998,739.70001,2996600,739.70001
14-10-2016,740.90002,747,737.40002,745.5,1849500,745.5
17-10-2016,747.29999,747.40002,732,733.95001,1510200,733.95001
18-10-2016,735.95001,745.29999,735.5,743.5,1901100,743.5
19-10-2016,748.40002,759,747.04999,750.25,2267300,750.25
20-10-2016,754.75,755.90002,742.95001,745.5,1360500,745.5
21-10-2016,747,749,740.54999,747.75,1807600,747.75
24-10-2016,749.90002,753.70001,745.25,747.15002,1014700,747.15002
25-10-2016,749.09998,759,746.25,747.40002,1924600,747.40002
26-10-2016,749,749,736.09998,738.70001,1206600,738.70001
27-10-2016,742,750.70001,737.20001,746.90002,2686300,746.90002
28-10-2016,747,752,741.95001,743.40002,1900000,743.40002
31-10-2016,743.40002,743.40002,743.40002,743.40002,0,743.40002
01-11-2016,749,749,732.09998,733.75,2566600,733.75
02-11-2016,732.79999,732.79999,713.09998,714.04999,3286300,714.04999
03-11-2016,714,717,700.40002,703.65002,4374200,703.65002
04-11-2016,679.90002,679.90002,647.09998,651.5,17908900,651.5
07-11-2016,676,677,653,654.90002,6663500,654.90002
08-11-2016,660,663.04999,632.29999,635.40002,9896600,635.40002
09-11-2016,600,669.15002,571.90002,660.75,14963300,660.75
10-11-2016,680,693.59998,664.09998,666.20001,9357500,666.20001
11-11-2016,690,708,680,688,13184300,688
14-11-2016,688,688,688,688,0,688
15-11-2016,697.95001,705.54999,674.65002,682.45001,5816500,682.45001
16-11-2016,691,694.75,660,667.40002,4722900,667.40002
17-11-2016,668.75,681.34998,660,669.25,3756200,669.25
18-11-2016,671.5,692.5,662.04999,688.84998,6150700,688.84998
21-11-2016,692,697.09998,676.04999,690.34998,5090700,690.34998
22-11-2016,699,699.40002,685,689.90002,3359100,689.90002
23-11-2016,696,704.90002,691.04999,701.29999,4496500,701.29999
24-11-2016,699.5,699.5,680,682.5,3783600,682.5
25-11-2016,689.5,717,685.09998,714.15002,4410500,714.15002
28-11-2016,713.65002,720.20001,710.04999,715.15002,2607800,715.15002
29-11-2016,719.90002,721.5,702,706.5,3674000,706.5
30-11-2016,710.90002,719.5,706.29999,709.79999,4359400,709.79999
01-12-2016,709.79999,724.5,707,721.5,2796900,721.5
02-12-2016,719.29999,730.95001,716.09998,720.34998,3163400,720.34998
05-12-2016,722,725,710.34998,713.09998,2946400,713.09998
06-12-2016,716.54999,721.70001,704.15002,706.15002,2939600,706.15002
07-12-2016,700,700,660,664,12922300,664
08-12-2016,664,679.59998,658.84998,675.70001,6865000,675.70001
09-12-2016,678,682.79999,671.25,673,3298700,673
12-12-2016,673.20001,681.90002,670,676.40002,2155100,676.40002
13-12-2016,676,685.70001,666.54999,684.34998,4508100,684.34998
14-12-2016,685.95001,692.65002,675,678.40002,3202300,678.40002
15-12-2016,672.79999,673.59998,645,649.95001,9539100,649.95001
16-12-2016,650.84998,651.90002,633.59998,647.34998,10780800,647.34998
19-12-2016,644,644,630.09998,632.25,4214700,632.25
20-12-2016,635,638,622.09998,627.90002,3984200,627.90002
21-12-2016,632,633.90002,613.04999,614.45001,7404100,614.45001
22-12-2016,616.25,625,608,609.15002,5479100,609.15002
23-12-2016,614,629.5,611.20001,623.5,6105600,623.5
26-12-2016,624.54999,624.90002,610,611.25,3005500,611.25
27-12-2016,614,622.20001,612.59998,621.09998,2289000,621.09998
28-12-2016,624,628.65002,619.04999,621.34998,2516700,621.34998
29-12-2016,621.5,624.95001,611.84998,614.70001,4788900,614.70001
30-12-2016,619,632,616.65002,630,3523500,630
02-01-2017,633,640.34998,627,634.04999,2266200,634.04999
03-01-2017,637,641.95001,631.84998,636.09998,2821800,636.09998
04-01-2017,638,643.79999,634.79999,637.34998,2500400,637.34998
05-01-2017,646.09998,647.90002,641.5,643.45001,2589500,643.45001
06-01-2017,648.09998,649.75,639.45001,640.75,1864300,640.75
09-01-2017,641.09998,646.90002,631,632.04999,1827400,632.04999
10-01-2017,635,639.90002,627.09998,638.54999,2559600,638.54999
11-01-2017,640,649.54999,639.29999,648.20001,2784800,648.20001
12-01-2017,629,646.90002,629,644.75,6269900,644.75
13-01-2017,647,657.40002,642.45001,653,3524900,653
16-01-2017,651,654.90002,642.20001,643.5,1349600,643.5
17-01-2017,645,652.70001,644.45001,649.70001,3016400,649.70001
18-01-2017,649,654,644.5,649.95001,4013600,649.95001
19-01-2017,647,653.70001,641.09998,643.45001,2089600,643.45001
20-01-2017,642.84998,647.40002,640,641.54999,3671300,641.54999
23-01-2017,640,645.25,632.5,633.65002,2955800,633.65002
24-01-2017,636,644.5,636,641.40002,2187700,641.40002
25-01-2017,644,646.70001,634.20001,635.84998,3068000,635.84998
26-01-2017,635.84998,635.84998,635.84998,635.84998,0,635.84998
27-01-2017,638.29999,643,633.79999,640.5,2362300,640.5
30-01-2017,640.04999,654.90002,639,644.75,2406000,644.75
31-01-2017,644.5,649,630,631.5,1926900,631.5
01-02-2017,631,637.45001,618.40002,625.54999,3507200,625.54999
02-02-2017,626.20001,644.70001,620,641.40002,3819300,641.40002
03-02-2017,644.5,649.79999,640.25,647.25,2048000,647.25
06-02-2017,650,677.29999,645,675.15002,5835900,675.15002
07-02-2017,675,689.54999,667.20001,669.59998,4274100,669.59998
08-02-2017,668.65002,677,659.20001,662.20001,2959200,662.20001
09-02-2017,665,669,653.34998,655.5,3295400,655.5
10-02-2017,655.5,662.09998,650.09998,655.04999,2814300,655.04999
13-02-2017,656.5,659.45001,648,654.70001,1885700,654.70001
14-02-2017,659,662.84998,640.90002,649.29999,3393600,649.29999
15-02-2017,650.20001,651.75,621.5,623.04999,10352700,623.04999
16-02-2017,624,652,623.45001,649.29999,6158000,649.29999
17-02-2017,653.5,677.95001,649.09998,675.5,6165100,675.5
20-02-2017,678,686.40002,672.5,679.65002,4597800,679.65002
21-02-2017,681.70001,685,670.09998,673.20001,2972100,673.20001
22-02-2017,674,675.40002,662.75,670.34998,2662200,670.34998
23-02-2017,673.90002,681.29999,667.04999,674.54999,4522300,674.54999
24-02-2017,674.54999,674.54999,674.54999,674.54999,0,674.54999
