Copper smelter fees in Asia cool to 4-yr lows after mine shutdowns
Hindalco offers $500 million of new shares - term sheet
Hindalco Industries's Q4 net profit up by over 123 percent
India's Hindalco Q3 profit rises 7.5 percent
Indian ex-PM accused of conspiracy in coal award - CBI source
